Cell Data,Filename,Table Number,IsQuestion
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"Is there any of the following: rubbish, litter, 
broken glass, drug related items, beer cans 
etc, cigarette ends or discarded packs - in the 
street or on the pavement?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,1
"None or almost none
Yes, some
         Yes, just about everywhere you look",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
Is there dog mess on the pavement?,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,1
"None
Some
A lot",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"Is there any graffiti on walls or on public 
spaces like bus shelters, telephone boxes or 
notice boards?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,1
"No
A little
A lot",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"Is there any evidence of vandalism such as 
broken glass from car windows, bus shelters, 
telephone boxes?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,1
"No
Yes",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"Are there any adults or teenagers in the 
street or on the pavements arguing, fighting, 
drinking, or behaving in any kind of hostile or 
threatening way?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,1
"No–one seen in the street or pavement
None observed behaving in hostile ways
Yes, one or two arguing etc.
   Yes, at least one group of three or more",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"How did you feel parking, walking, waiting at 
the door in the street?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,1
"Very comfortable, can imagine living/ 
shopping here
Comfortable - a safe and friendly place
Fairly safe and comfortable
I would be uncomfortable living/ 
working/shopping here
I felt like an outsider, looked on 
suspiciously
            I felt afraid for my personal safety",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
"Did you notice anything else - positive or 
negative - about the street?  WRITE IN",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,1
"---------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,1,0
Day of Week,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"(Monday = 1, Tues = 2, Weds=3, Thurs-4. 
Fri=5, Sat=6, Sun=7",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
Time of Day,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Morning = 1, Afternoon = 2, Evening =3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"How would you rate the general condition of 
most of the residences or other buildings in 
the street?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"Well kept, good repair & exterior surfaces
Fair condition
Poor condition, peeling paint, broken 
windows
Badly deteriorated",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Do any of the fronts of residential or 
commercial units have metal security blinds, 
gates, or iron bars & grilles?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"None
Some
Most",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Are there any traffic calming measures in 
place on the street?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"Yes
No",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"How would you rate the volume of traffic on 
the street?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"No traffic permitted
Light
Moderate
Heavy",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Are there any abandoned or burnt-out cars 
on the street?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"Yes
No",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Is there any of the following: rubbish, litter, 
broken glass, drug related items, beer cans 
etc, cigarette ends or discarded packs - in the 
street or on the pavement?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"None or almost none
Yes, some
         Yes, just about everywhere you look",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
Is there dog mess on the pavement?,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"None
Some
A lot",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Is there any graffiti on walls or on public 
spaces like bus shelters, telephone boxes or 
notice boards?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"No
A little
A lot",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Is there any evidence of vandalism such as 
broken glass from car windows, bus shelters, 
telephone boxes?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"No
Yes",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
