text,label
"1  - <q>Sinto-me preocupado, com dores e sofrimentos, ou má disposião do estômago",0
ou prisão de ventre ou ainda outras sensações físicas desagradáveis no meu,0
corpo</q>,0
"2  - <q>Estou tão preocupado com a maneira como me sinto ou com aquilo que sinto,",0
que se me torna difícil pensar noutra coisa<q>,0
Encontro-me totalmente preocupado pela maneira como me sinto,1
U – DIMINUIÇÃO DA LÍBIDO,0
Não notei qualquer mudança recente no meu interesse pela vida sexual,1
Encontro-me menos interessado pela vida sexual do que costumava estar,1
Actualmente sinto-me menos interessado pela vida sexual,1
Perdi completamente o interesse que tinha pela vida sexual,1
