text,label
Questions 40 – 44 are only for those who are still in the same main job as,0
"when last contacted.  If this does not apply to you, please move to Section 2",0
on page 8 starting with Question 45.,0
"40. <q>Is your main job more or less the same as when we last contacted you (i.e. hours worked,",0
"tasks involved, support from managers and colleagues)?</q>",0
"a) No    b) Yes  If yes, please move on to Question 42",0
"If no, how has your job changed since we last contacted you?",1
How has it changed?,1
Have you reduced or changed what you do at work because of a health problem?,1
No,0
Yes  Please describe the health problems,0
"Currently, how well do you cope with the physical demands of your job?",1
(Tick one box),0
a) Easily   b) With some difficulty   c) With great difficulty,0
d) Not coping,0
"Currently, how well do you cope with the mental demands of your job? (Tick one box)",1
a) Easily   b) With some difficulty   c) With great difficulty,0
d) Not coping,0
44. <q>Do you expect that you will still be able (physically and mentally) to carry out the same kind of,0
work in two years time?</q> (Tick one box),0
a) Yes   b) No   c) Not sure,0
Page | 8,0
Section Two: Personal Finance,0
How well do you feel you are managing financially these days? (Tick the box that best applies),1
a) Living comfortably   b) Doing alright,0
c) Just about getting by   d) Finding it difficult to make ends meet,0
e) Finding it very difficult to make ends,0
meet,0
"46. <q>Are there things which you used to have, and which you would like to have now, but can no",0
longer afford?</q> (Tick one box),0
a) No   b) A few things   c) Many things,0
"47. <q>Are there things which your friends or family have, that you would like to have but cannot",0
afford?</q> (Tick one box),0
a) No   b) A few things   c) Many things,0
Are you currently receiving an ill-health retirement pension?,1
a) No    b) Yes,0
"49. <q>If you are already fully retired, please tick this box and move to Section 3 on page 9,",0
"starting at Question 53.</q>  (Otherwise, please continue with question 50).",0
At what age do you expect to retire fully?,1
a)     years old,0
51. <q>Do you expect to reduce your paid work before you retire fully? (e.g. by working shorter hours,0
for less pay)</q> (Tick one box),0
a) No   b) Yes     c) Not sure,0
"In an ideal world, at what age would you like to retire fully?",1
a)     years old or never,0
Page | 9,0
Section Three: Health,0
In general would you say your health is? (Tick one box),1
a) Excellent   b) Very good   c) Good   d) Fair   e) Poor,0
"How much of the following do you drink per week, on average?",1
"a) Beer, cider,",0
lager,0
"Pints  b) Wine,",0
sherry,0
"Glasses  c) Spirits,",0
Liqueurs,0
measures,0
55. <q>Below are some statements about feelings and thoughts.  Please tick the box in each row,0
that best describes your experience of each over the last 2 weeks</q> (One tick for each row),0
None of,0
the time,0
Rarely,0
Some of,0
the time,0
Often,0
All of,0
the time,0
a) I’ve been feeling optimistic about the future,0
b) I’ve been feeling useful,0
c) I’ve been feeling relaxed,0
d) I’ve been feeling interested in other people,0
e) I’ve had energy to spare,0
f) I’ve been dealing with problems well,0
g) I’ve been thinking clearly,0
h) I’ve been feeling good about myself,0
i) I’ve been feeling close to other people,0
j) I’ve been feeling confident,0
k) I’ve been able to make up my own mind,0
about things,0
l) I’ve been feeling loved,0
m) I’ve been interested in new things,0
n) I’ve been feeling cheerful,0
Which of the following best describes your walking speed? (Tick one box),1
a) Unable to walk   b) Very slow   c) Stroll at an easy pace,0
d) Normal pace   e) Fairly brisk   f) Fast,0
Have you had any falls in the past 12 months? (Tick one box),1
a) No falls   b) One fall   c) More than one fall,0
Page | 10,0
Section Three: Health (continued),0
Do you have problems with your memory? (Tick one box),1
"a) No problems   b) Sometimes, but not a serious problem   c) serious problems",0
Do you think your memory has got worse over the past 2 years? (Tick one box),1
a) No    b) A bit worse   c) A lot worse,0
Do you have difficulty with any of the following activities?,1
No,0
problem,0
Mild,0
Problem,0
Moderate,0
Problem,0
Severe,0
Problem,0
a) Walking,0
b) Getting up from sitting,0
c) Opening jars that have never been opened,0
61. <q>Below is a list of problems that people sometimes have.  Please read each one carefully and,0
tick the box that best describes how much that problem has distressed or bothered you,0
during the past 7 days including today</q> (One tick for each row),0
Not at,0
all,0
A little,0
bit,0
Moderately  Quite,0
a bit,0
Extremely,0
a) Faintness or dizziness,0
b) Pains in the heart or chest,0
c) Nausea or upset stomach,0
d) Trouble getting your breath,0
e) Hot or cold spells,0
How much have you been troubled by the following sleep problems in the past 3 months?,1
(One tick for each row),0
No,0
problem,0
Mild,0
Problem,0
Moderate,0
Problem,0
Severe,0
Problem,0
a) Difficulty falling asleep,0
b) Difficulty staying asleep,0
c) Waking up too early,0
d) Not feeling refreshed in the morning,0
Page | 11,0
Section Three: Health (continued),0
63. <q>Below is a list of ways you might have felt or behaved – please tell us how often you have felt,0
this way during the past 7 days including today</q> (One tick for each row),0
During the past 7 days,0
Rarely or,0
none of the,0
time (less,0
than one day),0
Some or a,0
little of the,0
time,0
(1-2 days),0
Occasionally or,0
a moderate,0
amount of the,0
time (3-4 days),0
Most or all,0
of the,0
time,0
(5-7 days),0
a) I was bothered by things that usually didn’t,0
bother me,0
b) I did not feel like eating; my appetite was poor,0
"c) I felt that I could not shake off feeling low, even",0
with help from my family and/or friends,0
d) I felt I was just as good as other people,0
e) I had trouble keeping my mind on what I was,0
doing,0
f) I felt depressed,0
g) I felt that everything I did was an effort,0
h) I felt hopeful about the future,0
i) I thought my life had been a failure,0
j) I felt fearful,0
k) My sleep was restless,0
l) I was happy,0
m) I talked less than usual,0
n) I felt lonely,0
o) People were unfriendly,0
p) I enjoyed life,0
q) I had crying spells,0
r) I felt sad,0
s) I felt that people dislike me,0
t) I could not get “going”,0
Page | 12,0
Section Three: Health (continued),0
64. <q>In the past 12 months have you lost more than 10 pounds (4.5 kg) unintentionally (i.e. without,0
dieting or exercise)?</q>,0
a) Yes   b) No,0
"65. <q>During the past 12 months, have you had pain in your BACK or NECK for a month or longer",0
that made it difficult or impossible to get washed or dressed or do household chores?</q>,0
a) No   b) Yes,0
"66. <q>During the past 12 months, have you had pain in your ARM(S) or SHOULDER(S) for a month or",0
longer that made it difficult or impossible to get washed or dressed or to do household chores?</q>,0
a) No   b) Yes,0
"67. <q>During the past 12 months, have you had pain in your LEG(S) for a month or longer that made",0
it difficult or impossible to get washed or dressed or do household chores?</q>,0
a) No   b) Yes,0
"68. <q>During the past 12 months, how many days have you had off work in total because of",0
problems with your health?</q> (Tick one box),0
a) No time   b) Less than 5 days   c) 5 to 20 days,0
d) More than 20 days   or  e) Not applicable,0
(not working over this time),0
"69. During the past 12 months, how many days have you had off work in total because of pain in",0
"your back, neck, arms, shoulders or legs? (Tick one box)",0
a) No time   b) Less than 5 days   c) 5 to 20 days,0
d) More than 20 days   or  e)  Not applicable,0
(not working over this time),0
"70. <q>During the past 12 months, have you had to cut down, avoid or change what you normally do",0
at work because of health problems?</q> (Tick one box),0
"a) Yes, a lot   b) Yes, a little   c) No, not at all",0
d)  Not applicable (not working over this time),0
Past 12 months,0
You have now finished.  Please place this form in the pre-paid envelope,0
supplied and post it back to us,0
THANK YOU!,0
