Text,IsQuestion,Note
a questão seguinte (mediante uma resposta não condicionada).,0,
,0,
,0,
,0,
,0,
"7. Sempre que houver a opção [LEIA OPÇÕES], leia as opções da questão da maneira",0,
como estão escritas.,0,
,0,
,0,
,0,
,0,
"8. Sempre que houver a opção [ESPONTÂNEA], anote a resposta que corresponde ao",0,
relato nas palavras do entrevistado.,0,
,0,
,0,
,0,
,0,
"9. Sempre que houver a instrução de MOSTRAR CARTÃO, procure o cartão",0,
,0,
no material de apoio para facilitar a resposta do entrevistado. Essas,0,
,0,
instruções encontram-se grafadas com essa fonte.,0,
,0,
,0,
,0,
,0,
"10. Sempre que o entrevistado não entender o que for perguntado, repita a pergunta até 3",0,
vezes. Só use uma explicação sua se após 3 vezes de leitura ele não entender o que foi,0,
perguntado (não faça interpretações ou dê exemplos - tente ser o mais imparcial possível,0,
acerca do que o entrevistado respondeu),0,
,0,
,0,
,0,
,0,
11. O questionário possui 13 seções (confira se o seu kit está completo):,0,
ABORDAGEM INICIAL,0,
,0,
Seção 1 – IDENTIFICAÇÃO,0,
Seção 2 – CONSENTIMENTO,0,
Seção 3 – ATUALIZAÇÃO DE REGISTRO DA FAMÍLIA,0,
,0,
ENTREVISTA - Comportamentos e emoções do jovem,0,
Seção 4 – TABAGISMO E BULLYING,0,
Seção 5 – HISTÓRIA DA VIDA,0,
Seção 6 – TRATAMENTOS NOS ÚLTIMOS 3 ANOS,0,
Seção 7 – DAWBA + folha de apoio do questionário DAWBA,0,
Seção 8 – CBCL,0,
"Seção 9 – USO DE INTERNET, JOGOS E CELULAR",0,
Seção 10 – COMPORTAMENTOS ESTRANHOS,0,
Seção 11 – SINTOMAS DO RESPONDENTE (K6),0,
,0,
ABORDAGEM FINAL,0,
Seção 12 – PROTOCOLO OBSERVACIONAL,0,
Seção 13 – CHECAGEM DE MATERIAL,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
3,0,
,0,
,0,
,0,
"12. RECOMENDAÇÃO GERAL: Seja sensível nas perguntas delicadas, isto é, aquelas que",0,
envolvem assuntos sobre os quais é difícil de falar.,0,
,0,
,0,
,0,
SEÇÃO 1 – IDENTIFICAÇÃO,0,
,0,
[ENTREVISTADOR] CERTIFIQUE-SE DE QUE O JOVEM QUE SERÁ ENTREVISTADA É DE FATO O MESMO JOVEM QUE FOI,0,
,0,
ENTREVISTADO 3 ANOS ATRÁS.,0,
,0,
,0,
[ENTREVISTADOR]  NOME DEVE ESTAR COMPLETO E EXATAMENTE GRAFADO COMO É ESCRITO NA IDENTIDADE OU,0,
,0,
"CERTIDÃO DE NASCIMENTO. ESCREVA EM LETRA DE FORMA (MAIÚSCULA), LEGÍVEL, SEM ABREVIAÇÕES, SEM ACENTOS E SEM",0,
,0,
"“Ç”, DEIXANDO UM QUADRADO DE ESPAÇO ENTRE NOME, SEGUNDO NOME E SOBRENOMES.",0,
,0,
,0,
,0,
CHECAGEM DE DADOS DE IDENTIFICAÇÃO,0,
,0,
Nome1 – Nome completo do jovem (conforme identidade),1,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
,0,
,0,
Nome2 – Nome completo da mãe biológica (conforme identidade),1,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
,0,
(  ) 99 Mãe desconhecida,0,
,0,
,0,
,0,
Nome3 – Nome completo do pai biológico (conforme identidade),1,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
(  ) 99 Pai biológico desconhecido,0,
,0,
,0,
,0,
Nome4 – Nome completo do respondente (conforme identidade),1,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
(  ) 01 Mesmo da mãe biológica (neste caso não escreva o nome do respondente);,0,
(  ) 02 Mesmo do pai biológico (neste caso não escreva o nome do respondente);,0,
,0,
,0,
Nome5 – Nome do entrevistador,1,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
,0,
Nome5a – Código do entrevistador:  |____|____|,1,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
4,0,
,0,
,0,
,0,
,0,
Endereço. Endereço onde o jovem mora,1,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
,0,
|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|____|,0,
(  ) 01 O mesmo endereço contido na folha de agendamento onde está sendo realizada a entrevista,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
5,0,
,0,
,0,
,0,
SEÇÃO 2 – EXPLICAÇÃO SOBRE O PROJETO E CONSENTIMENTO,0,
,0,
,0,
,0,
[LEIA] Caro(a) Sr(a). Estes termos que vou entregar agora são uma autorização para que esta entrevista seja,0,
realizada. Nossa intenção com essa entrevista é reavaliar os jovens e familiares após 6 anos da fase inicial do,0,
projeto.,0,
,0,
"Assim como nas fases anteriores, esta fase de reavaliação envolve 2 etapas:",0,
,0,
,0,
(1) A primeira etapa é essa que estamos realizando hoje. Trata-se de uma entrevista com você acerca de,0,
comportamentos e emoções do jovem.,0,
,0,
,0,
PERGUNTE: O [NOME DO JOVEM] realizou exame de ressonância magnética nas etapas anteriores do projeto?,1,
,0,
(   ) 1 Sim; (   ) 0 Não;,0,
,0,
- SE SIM:,0,
,0,
(2) A segunda etapa irá ser realizada em breve. Trata-se de uma avaliação de seu filho por uma psicóloga,0,
nas próximas semanas e um exame de ressonância magnética.,0,
,0,
"a. Para pessoas de Porto Alegre: “Essa avaliação irá ocorrer na Santa Casa de Misericórdia”, o mesmo",0,
local onde foi realizado nas outras etapas;,0,
,0,
"b. Para pessoas de São Paulo: “Essa avaliação irá ocorrer no Hospital das Clínicas de São Paulo, no",0,
"Instituto de Radiologia (InRad), o mesmo local onde foi realizado nas outras etapas;",0,
,0,
,0,
- SE NÃO:,0,
,0,
(2) A segunda etapa irá ser realizada em breve. Trata-se de uma avaliação de seu filho por uma psicóloga,0,
nas próximas semanas.,0,
,0,
c. Para pessoas de Porto Alegre: “Essa avaliação irá ocorrer no Centro de Pesquisa Clínica (CPC) do,0,
"Hospital de Clínicas de Porto Alegre”, ou eventualmente, na sua casa ou escola do jovem (no caso",0,
de jovens que não consigam ir ao hospital);,0,
,0,
i. Entregar mapa para CPC.,0,
d. Para pessoas de São Paulo: “Essa avaliação irá ocorrer no PROESQ da Universidade Federal de,0,
,0,
"São Paulo”, ou eventualmente, na sua casa ou escola do jovem (no caso de jovens  que não",0,
consigam ir ao hospital);,0,
,0,
i. Entregar mapa para PROESQ.,0,
,0,
,0,
[ENTREVISTADOR],0,
,0,
 PEÇA AO ENTREVISTADO PARA ASSINAR AS 2 VIAS DOS TCLES (TERMOS DE CONSENTIMENTO LIVRE E ESCLARECIDO),0,
,0,
DENTRO DO PROTOCOLO,0,
,0,
 VOCÊ MESMO (ENTREVISTADOR)  ASSINE AS 2 VIAS DO TCLE COMO PESQUISADOR;,0,
,0,
" PEÇA AO ENTREVISTADO PARA ASSINAR AS 2 VIAS DE AUTORIZAÇÃO PARA AVALIAÇÃO ESCOLAR, QUE TAMBÉM ESTÃO",0,
,0,
DENTRO DO PROTOCOLO,0,
,0,
 ASSINE A CÓPIA AVULSA DO TCLE COMO PESQUISADOR,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
6,0,
,0,
,0,
,0,
Nº CAAE: 74563817.7.1001.5327,0,
,0,
TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO – RESPONSÁVEIS DE PARTICIPANTES <18 ANOS,0,
,0,
Projeto Conexão - Coorte de Alto Risco para o Desenvolvimento de Transtornos Psiquiátricos na Infância e Adolescência:,0,
,0,
seguimento de 6 e 9 anos,0,
,0,
,0,
,0,
"Nos anos de 2010/2011 e 2013/2014, você e jovem pelo qual você é responsável participaram do projeto PREVENÇÃO,",0,
,0,
"registrado com o nome de Coorte de Alto Risco para Transtornos Psiquiátricos, e responderam a entrevistas e questionários,",0,
,0,
"fizeram testes no computador, coletaram sangue e, em alguns casos, fizeram exames de ressonância magnética. Atualmente,",0,
,0,
"estamos realizando uma nova etapa de reavaliação como um  novo projeto, que se chama CONEXÃO, e você e o jovem pelo",0,
,0,
qual você é responsável estão sendo convidados para participar. Este novo projeto tem o objetivo de entender por que,0,
,0,
"algumas pessoas têm problemas em lidar com as suas emoções (como ansiedade e depressão), ou têm problemas de",0,
,0,
"comportamento (como problemas na atenção), e por que outras pessoas lidam bem com emoções e não têm esses problemas",0,
,0,
"de emoção e comportamento. É importante dizer que nós temos interesse em estudar, tanto pessoas com, quanto pessoas",0,
,0,
sem esses problemas de que falamos. Esta pesquisa está sendo realizada pelo Instituto Nacional de Psiquiatria do,0,
,0,
"Desenvolvimento para Crianças e Adolescentes (INPD), no Hospital de Clínica de Porto Alegre (HCPA) e na Universidade",0,
,0,
Federal de São Paulo (UNIFESP).,0,
,0,
,0,
,0,
"PROCEDIMENTOS: Os procedimentos da pesquisa consistirão em duas etapas. Uma etapa de entrevistas com você, de",0,
,0,
"aproximadamente duas horas, na sua residência, sobre o jovem pelo qual você é responsável e também sobre você. A outra",0,
,0,
"etapa, apenas com o jovem, no HCPA. As avaliações são muito semelhantes àquelas já realizadas por você há cerca de três",0,
,0,
anos.,0,
,0,
" Na entrevista em casa, você irá responder a uma série de questionários sobre condições de vida, sintomas emocionais",0,
,0,
"e habilidades de vocês, assim como realizar um pequeno teste. Após a entrevista com você, dentro de duas semanas,",0,
,0,
entraremos em contato com o jovem pelo qual você é responsável para agendar a participação dele(a) em uma,0,
,0,
avaliação psicológica e de coleta de amostra de sangue que será realizada no Centro de Pesquisa Clínica (CPC) do,0,
,0,
(HCPA).,0,
,0,
 Essa avaliação psicológica com o jovem consiste em entrevistas com questionários sobre comportamentos e emoções,0,
,0,
e em testes de computador sobre a capacidade dele(a) em realizar tarefas simples como apertar um botão do,0,
,0,
computador o mais rápido que ele puder. Essa avaliação psicológica será realizada por um psicólogo(a) da equipe de,0,
,0,
"pesquisa, terá duração de três horas e 30 minutos e será gravada em áudio para que a qualidade da entrevista seja",0,
,0,
garantida e para que os pesquisadores possam avaliar o tom de voz e velocidade da fala dele(a).,0,
,0,
" O(a) psicólogo(a) responsável pela avaliação também convidará o jovem pelo qual você é responsável, para participar",0,
,0,
"de uma pesquisa via telefone celular na qual, ele(a) receberá mensagens simples e curtas para responder sobre o",0,
,0,
"estado de humor e motivação dele(a), todos os dias por uma semana e depois, de vez em quando por um ano..",0,
,0,
"Também será enviado a você, pelo seu celular, perguntas sobre o jovem, com a mesma frequência que para ele.",0,
,0,
Rubrica do responsável ______                        Rubrica do pesquisador ________           Página 1 de 4,1,
,0,
CEP Hospital de Clínicas de Porto Alegre (MR 05/11/2015),0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
7,0,
,0,
,0,
,0,
" Neste mesmo dia, será coletada uma amostra de 30mL de sangue (equivalente a três colheres de sopa) do jovem pelo",0,
,0,
qual você é responsável. Essa coleta de sangue será realizada com o objetivo de avaliar as informações genéticas que,0,
,0,
"são mais diferentes na população, ou seja, que são mais variáveis, tanto na informação genética em si (genoma),",0,
,0,
quanto em fatores que fazem com que a genética seja ligada ou desligada (epigenética) para se transformar em,0,
,0,
"moléculas no corpo (transcriptoma). Faremos isso, pois é possível que as diferenças genéticas entre as pessoas",0,
,0,
"expliquem as diferenças no comportamento e emoções, muito embora hoje isso não seja um exame que seja usado",0,
,0,
pelo médico.,0,
,0,
" Caso o jovem pelo qual você é responsável tenha realizado exame de Ressonância Magnética no projeto anterior,",0,
,0,
ele(a) será convidado(a) a realizar todos os procedimentos listados anteriormente no mesmo dia em que realizará um,0,
,0,
"exame de Ressonância Magnética do cérebro. Neste caso, a avaliação psicológica e esse exame serão realizados no",0,
,0,
Hospital Santa Casa de Misericórida conforme agendamento prévio com a equipe de pesquisa. A avaliação tem,0,
,0,
duração de três horas e 30 minutos e o exame tem duração de aproximadamente 30 minutos. Para esse exame o,0,
,0,
"jovem pelo qual você é responsável ficará deitado na mesa, com a instrução de relaxar e permanecer o mais imóvel",0,
,0,
possível enquanto as imagens são feitas. Os exames de imagem serão utilizados para avaliações de como o,0,
,0,
desenvolvimento do cérebro pode estar ligado ao comportamento.,0,
,0,
,0,
,0,
RISCOS E DESCONFORTOS: Você e o jovem pelo qual você é responsável poderão ficar cansados com o preenchimento dos,0,
,0,
questionários. Também poderão se sentir ansiosos ou constrangidos por responder perguntas sobre seus próprios,0,
,0,
"sentimentos e comportamentos do dia-a-dia, pois os conteúdos envolvem emoções e comportamentos que podem ser",0,
,0,
desagradáveis. Tentaremos minimizar estes possíveis efeitos utilizando intervalos e avaliadores treinados. Para o jovem há,0,
,0,
"ainda desconfortos relacionados  à coleta de sangue, pode ocorrer o aparecimento de manchas arroxeadas no local de onde o",0,
,0,
"sangue foi tirado. Além disso, raramente, o local de onde foi retirada amostra de sangue pode inflamar e necessitar de",0,
,0,
"cuidados locais (limpeza e pomadas) por alguns dias. Se o jovem foi selecionado para o exame de ressonância, há um barulho",0,
,0,
"alto durante o exame. Para amenizar o desconforto, serão fornecidos tapa-ouvidos. O exame pode gerar um pouco de",0,
,0,
angústia por ter que permanecer imóvel. Um membro da equipe de pesquisa acompanhará todo o exame e haverá uma,0,
,0,
campainha para o adolescente fazer contato com a equipe caso haja desconforto. A ressonância não apresenta efeitos,0,
,0,
prejudiciais conhecidos ao organismo.,0,
,0,
,0,
,0,
USO DO MATERIAL: O material coletado das entrevistas e testes de computador serão armazenados em local seguro nos,0,
,0,
centros de pesquisa nas cidades de Porto Alegre e São Paulo. As amostras de sangue serão armazenadas de forma anônima,0,
,0,
"(sem que o nome seja identificado) nas dependências do Laboratório Interdisciplinar de Neurociências Clínicas da UNIFESP,",0,
,0,
"sob responsabilidade dos pesquisadores e com acesso permitido apenas para pessoas da equipe de pesquisa. Além disso,",0,
,0,
"essas amostras podem ser enviadas, também de forma anônima, para o exterior e armazenadas nas dependências do Centro",0,
,0,
de Genômica Aplicada do Hospital Infantil da Filadélfia (Estados Unidos). Essa parceria internacional realizará a análise da,0,
,0,
"maioria do material genético e as análises bioquímicas, permitindo um maior entendimento dos problemas emocionais e",0,
,0,
"comportamentais do jovem. Os materiais poderão ficar armazenados pelo período de 10 anos, podendo esse tempo ser",0,
,0,
expandido mediante justificativa e autorização do Comitê de Ética em Pesquisa do Grupo de Pesquisa e Pós Graduação do,0,
,0,
HCPA-UFRGS (CEP-HCPA-UFRGS) e da Comissão Nacional de Ética em Pesquisa (CONEP).Os materiais armazenados poderão ser,0,
,0,
Rubrica do responsável ______                        Rubrica do pesquisador ________           Página 2 de 4,1,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
8,0,
,0,
,0,
,0,
CEP Hospital de Clínicas de Porto Alegre (MR 05/11/2015),0,
,0,
"utilizados futuramente em pesquisas do nosso grupo. Neste caso, cada nova pesquisa a ser realizada com o material biológico",0,
,0,
"coletado neste projeto que não tenha sido descrita aqui, será submetida uma nova avaliação ao CEP-HCPA-UFRGS e, quando",0,
,0,
"for o caso, à CONEP e você (ou o jovem pelo qual é responsável) será chamado a consentir com o uso do material novamente.",0,
,0,
"Além disso, você pode, a qualquer tempo e sem quaisquer ônus ou prejuízos, retirar o consentimento de guarda e utilização",0,
,0,
"do material biológico coletado através de uma declaração escrita e assinada por você. Nesse caso, todo material coletado",0,
,0,
durante o estudo será destruído e as informações serão retiradas dos bancos em que se encontram armazenadas. Você será,0,
,0,
"informado sobre qualquer situação de destruição, ou perda do material biológico, ou do encerramento do banco em que esse",0,
,0,
material está armazenado.,0,
,0,
,0,
,0,
"BENEFÍCIOS: Os resultados das avaliações realizadas neste estudo serão disponibilizados para vocês, bem como a prestação de",0,
,0,
"auxilio gratuito na busca de qualquer ajuda, caso seja necessário, em decorrência das avaliações realizadas. Neste caso, você e",0,
,0,
o jovem pelo qual você é responsável serão adequadamente informados e serão encaminhados a rede de saúde para,0,
,0,
"tratamento. O exame de ressonância pode revelar problemas importantes no cérebro. Nesse caso, vocês serão contatados",0,
,0,
para uma consulta com um profissional especializado da nossa equipe e serão encaminhados para serviço especializado. Após,0,
,0,
"a sua participação e do jovem pelo qual você é responsável na pesquisa, os pesquisadores deste estudo poderão entrar em",0,
,0,
"contato com você, através do seu telefone pessoal, em caso de qualquer esclarecimento, ou para devolução de resultados",0,
,0,
sobre a pesquisa. Embora o resultado dos testes genéticos não tenha nenhuma implicação para saúde do jovem pelo qual você,0,
,0,
"é responsável, você poderá decidir conhecer, ou não, o significado dos resultados destes testes. Neste caso será agendada",0,
,0,
uma consulta com um especialista para explicação dos significados dos resultados.,0,
,0,
,0,
,0,
"CONFIDENCIALIDADE: As informações produzidas neste estudo são confidenciais, de forma a impedir qualquer tipo de",0,
,0,
"discriminação e/ou estigmatização, individual ou coletiva. Ou seja, todas elas serão mantidas em lugar seguro, serão",0,
,0,
"codificadas e a identificação dos participantes de pesquisa serão mantidas em sigilo, só podendo ser acessadas pelos",0,
,0,
responsáveis do projeto. Caso informações sejam compartilhadas com pesquisadores que não fazem parte da equipe de,0,
,0,
"pesquisa, a identificação dos participantes de pesquisa será mantida em sigilo através do envio codificado das informações.",0,
,0,
"Além disso, todo material gravado em vídeo e áudio também serão codificados para manter a identidade dos participantes de",0,
,0,
"pesquisa preservada. Os resultados deste projeto serão apresentados sem a identificação dos participantes, ou seja, os nomes",0,
,0,
não aparecerão em nenhuma publicação dos resultados.,0,
,0,
,0,
,0,
RESSARCIMENTO: Não há despesas pessoais para os participantes da pesquisa e aos seus responsáveis. Não está previsto,0,
,0,
nenhum tipo de pagamento pela participação na pesquisa e não haverá nenhum custo com respeito aos procedimentos,0,
,0,
"envolvidos. Porém, se o participante estiver em alguma atividade de trabalho, será ressarcido pelos pesquisadores o tempo",0,
,0,
"que o participante dispendeu durante as entrevistas, assim como será coberto o custo com transporte. Caso ocorra alguma",0,
,0,
"intercorrência ou dano resultante da pesquisa, fica garantido o direito a indenização ao participante e este receberá todo o",0,
,0,
"atendimento necessário, sem nenhum custo pessoal.",0,
,0,
"A participação na pesquisa é totalmente voluntária, ou seja, não é obrigatória. Caso você decida não autorizar a participação,",0,
,0,
"ou ainda, retirar a autorização após a assinatura desse Termo, não haverá nenhum prejuízo ao atendimento que o participante",0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
9,0,
,0,
,0,
,0,
da pesquisa recebe ou possa vir a receber na instituição por qualquer outro motivo. A recusa da participação de alguma parte,0,
,0,
específica do projeto não,0,
,0,
Rubrica do responsável ______                        Rubrica do pesquisador ________           Página 3 de 4,1,
,0,
CEP Hospital de Clínicas de Porto Alegre (MR 05/11/2015),0,
,0,
"acarretará na impossibilidade da participação de demais etapas desse estudo, tão pouco implicará na retirada do seu(sua)",0,
,0,
"filho(a) da pesquisa, tendo assim, total liberdade de participação.",0,
,0,
,0,
,0,
"Os pesquisadores responsáveis pelo projeto são Prof. Dr. Rodrigo Affonseca Bressan (UNIFESP), o Prof. Dr. Giovanni Salum",0,
,0,
Júnior (UFRGS) e o Prof. Dr. Eurípedes Constantino Miguel Filho (USP).,0,
,0,
,0,
,0,
"Caso você tenha dúvidas, poderá entrar em contato com o pesquisador responsável Prof. Dr. Giovanni Abrahão Salum",0,
,0,
"Júnior, pelo telefone (0XX51) 3359-6390 (este disponível 24h/dia). Você também poderá entrar em contato  com o Comitê",0,
,0,
"de Ética em Pesquisa (CEP) do Hospital de Clínicas de Porto Alegre (HCPA), pelo telefone (51) 3359-7640, ou no 2",0,
o,0,
andar do,0,
,0,
"HCPA, sala 2227, de segunda à sexta, das 8h às 17h. Os Comitês de Ética em Pesquisa são comitês interdisciplinares,",0,
,0,
"constituídos por profissionais de ambos os sexos e, pelo menos, um representante da comunidade, que são responsáveis",0,
,0,
pela avaliação e acompanhamento dos aspectos éticos de todas as pesquisas que envolvem seres humanos. Sua principal,0,
,0,
"função é proteger a dignidade, os direitos, a segurança e o bem-estar dos participantes de pesquisa. Além disso, você",0,
,0,
"também poderá contatar a Comissão Nacional de Ética em Pesquisa (CONEP) – SEPN 510 norte, Bloco A, 3o andar, edifício",0,
,0,
"Ex-INAN, Unidade II Ministério da Saúde, Brasília, DF, CEP 70750-521, fone (61) 3315-5878 / conep@saude.gov.br.",0,
,0,
,0,
,0,
"Caso o seu consentimento seja dado através da leitura e preenchimento das suas informações eletronicamente, você poderá",0,
,0,
"solicitar que uma via original deste documento, assinada e rubricada, seja entregue à você pessoalmente, ou através dos",0,
,0,
serviços de correio.,0,
,0,
"Esse Termo é assinado em duas vias, sendo uma para o responsável sobre o participante e outra para os pesquisadores:",0,
,0,
Nome do respondente   Data: ____ / ____ / ________,1,
,0,
Assinatura do respondente,1,
,0,
,0,
,0,
"Nome do participante (Jovem,",1,splitted in 2 cells
,0,
se presente),1,
,0,
Data: ____ / ____ / ________,1,
,0,
Assinatura do participante,1,
,0,
,0,
,0,
Nome do pesquisador  Data: ____ / ____ / ________,1,
,0,
Assinatura do pesquisador,1,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
mailto:conep@saude.gov.br,0,
,0,
,0,
,0,
,0,
,0,
,0,
10,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
Rubrica do responsável ______                        Rubrica do pesquisador ________           Página 4 de 4,1,
,0,
CEP Hospital de Clínicas de Porto Alegre (MR 05/11/2015),0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
11,0,
,0,
,0,
,0,
[LEIA] Caro(a) Sr(a). Estes termos que vou agora entregar são uma solicitação de autorização de liberação para,0,
,0,
"que, caso sejam necessários dados adicionais, seu filho possa ser avaliado na escola, em horário de aula.",0,
,0,
,0,
,0,
,0,
,0,
AUTORIZAÇÃO DE LIBERAÇÃO ESCOLAR,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
"Eu,__________________________________________________________________________________________,",1,
,0,
"pai/mãe de _________________________________________________________________________________,",1,
,0,
autorizo que meu filho(a) seja liberado(a) das atividades escolares no período que compreende a avaliação com,0,
,0,
"psicólogo (cerca de 2 horas), a ser realizada pela equipe do projeto CONEXÃO do Instituto Nacional de Psiquiatria",0,
,0,
do Desenvolvimento para a Infância e Adolescência (INPD).,0,
,0,
,0,
,0,
Autorizo também a liberação dos dados referentes ao meu filho,0,
,0,
,0,
,0,
"Atenciosamente,",1,
,0,
,0,
,0,
___________________________________________,1,
,0,
Assinatura do(a) responsável,1,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
Data: _____ / _____ / ________,1,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
12,0,
,0,
,0,
,0,
,0,
,0,
